User_ID,User_Age,User_Gender,User_State,Artisan_State,Request_Date_Time,Artisan_ID,Skill_Type,Artisan_Age,Scheduling_Preference,Premium_Service,Payment_Method,Availability,Popularity,User_Rating,Artisan_Rating,Successful,Artisan_Name,User_Local_Government_Area,Artisan_Local_Government_Area,,Artisan_Gender
U19734,29,Male,Benue,Benue,2023-12-26 3:48:19,Olu-19735,Electrician,61,Advance,Yes,Online Payment,Available,High,1.343958153,4.01006845,No,Oluwakemi Adegbola,Ushongo,Ushongo,,Female
U19735,44,Male,Delta,Delta,2023-12-26 4:14:32,Chu-19736,Plumber,26,On-Demand,No,Cash,Available,Medium,2.732654446,2.853476292,No,Chukwudi Okafor,Warri Central,Warri Central,,Male
U19736,24,Female,Lagos,Lagos,2023-12-26 4:40:45,Olu-19737,Makeup Artist,27,On-Demand,No,Online Payment,Available,High,3.526363365,4.984308026,Yes,Oluwaseun Ajayi,Shomolu,Shomolu,,Male
U19737,50,Female,Borno,Borno,2023-12-26 5:06:57,Fat-19738,Electrician,59,Advance,No,Card,Available,Medium,2.355450012,3.393263504,No,Fatima Muhammad,Kwaya Kusar,Kwaya Kusar,,Female
U19738,61,Female,Kogi,Kogi,2023-12-26 5:33:10,Olu-19739,Dressmaker,26,On-Demand,No,Online Payment,Available,Medium,1.742713471,1.127535422,No,Olumide Ajayi,Ajaokuta,Ajaokuta,,Male
U19739,49,Male,Nasarawa,Nasarawa,2023-12-26 5:59:22,Bab-19740,Carpenter,63,Advance,No,Online Payment,Available,Medium,3.47114652,1.375582022,No,Babatunde Adeyemi,Awe,Awe,,Male
U19740,35,Female,Kano,Kano,2023-12-26 6:25:35,Uma-19741,Welder,23,Advance,Yes,Cash,Available,Medium,4.682442915,3.251269146,No,Umar Abubakar,Garum,Garum,,Male
U19741,32,Female,Abia,Abia,2023-12-26 6:51:47,Sad-19742,Mechanic,28,Advance,Yes,Online Payment,Available,Medium,2.074354178,1.13127051,Yes,Sadiya Ali,Bende,Bende,,Male
U19742,64,Male,Plateau,Plateau,2023-12-26 7:18:00,Olu-19743,Photographer,29,Advance,No,Card,Available,Medium,1.802007381,1.924696715,Yes,Oluwaseun Adeyemi,Riyom,Riyom,,Male
U19743,47,Female,Ogun,Ogun,2023-12-26 7:44:12,Ife-19744,Electrician,48,On-Demand,Yes,Card,Available,Medium,2.989863255,4.943632057,Yes,Ifeoma Onyeka,Ijebu North East,Ijebu North East,,Female
U19744,57,Male,Plateau,Plateau,2023-12-26 8:10:25,Ais-19745,Plumber,24,On-Demand,No,Cash,Available,Medium,2.911304648,1.258168902,No,Aisha Ibrahim,Wase,Wase,,Female
U19745,41,Female,Gombe,Gombe,2023-12-26 8:36:38,Chi-19746,Painter,64,On-Demand,Yes,Online Payment,Available,Low,1.186383388,2.747305059,No,Chinonso Okafor,Akko,Akko,,Male
U19746,45,Male,Delta,Delta,2023-12-26 9:02:50,Bab-19747,Caterer,43,On-Demand,Yes,Online Payment,Available,High,4.462098929,3.19554837,No,Babatunde Ogunlana,Ughelli South,Ughelli South,,Male
U19747,58,Female,Kwara,Kwara,2023-12-26 9:29:03,Uch-19748,Gardener,69,Advance,No,Card,Available,High,4.40503727,4.452560515,Yes,Uchechi Okafor,Pategi,Pategi,,Female
U19748,23,Male,Akwa Ibom,Akwa Ibom,2023-12-26 9:55:15,Bab-19749,Carpenter,19,Advance,Yes,Cash,Available,High,1.03773549,2.929605395,No,Babatunde Adebiyi,Ikono,Ikono,,Male
U19749,21,Male,Cross River,Cross River,2023-12-26 10:21:28,Yus-19750,Makeup Artist,65,On-Demand,No,Online Payment,Available,Medium,1.998245531,1.583989716,No,Yusuf Sani,Odukpani,Odukpani,,Male
U19750,56,Male,Abia,Abia,2023-12-26 10:47:40,Olu-19751,Dressmaker,67,On-Demand,No,Card,Available,Low,4.764362367,4.323448223,Yes,Olufemi Ogunleye,Umuahia South,Umuahia South,,Male
U19751,52,Female,Anambra,Anambra,2023-12-26 11:13:53,Fat-19752,Caterer,51,Advance,Yes,Card,Available,High,2.225825033,2.103937361,Yes,Fatima Ibrahim,Anambra West,Anambra West,,Female
U19752,26,Female,Kaduna,Kaduna,2023-12-26 11:40:05,Ade-19753,Furniture Maker,58,On-Demand,No,Online Payment,Available,Low,1.154574548,3.325569611,No,Adetokunbo Olawale,Giwa,Giwa,,Male
U19753,58,Male,Kogi,Kogi,2023-12-26 12:06:18,Chi-19754,Gardener,43,On-Demand,Yes,Card,Available,Medium,4.984375572,3.480790274,Yes,Chinonso Okoye,Okene,Okene,,Male
U19754,30,Female,Plateau,Plateau,2023-12-26 12:32:31,Ade-19755,Electrician,18,On-Demand,Yes,Card,Available,Medium,4.107045916,1.001211945,No,Adetokunbo Ojo,Wase,Wase,,Male
U19755,34,Male,Kwara,Kwara,2023-12-26 12:58:43,Chu-19756,Welder,25,Advance,No,Card,Available,Low,4.055887498,1.721077143,No,Chukwudi Nwankwo,Asa,Asa,,Male
U19756,47,Male,Rivers,Rivers,2023-12-26 13:24:56,Chi-19757,Graphic Designer,39,Advance,Yes,Cash,Available,High,1.416734441,4.316479663,Yes,Chinonso Okafor,Oyigbo,Oyigbo,,Male
U19757,40,Male,Taraba,Taraba,2023-12-26 13:51:08,Olu-19758,Event Planner,30,On-Demand,No,Card,Available,Medium,3.332082998,2.234745693,Yes,Oluwaseun Adegbola,Kurmi,Kurmi,,Male
U19758,40,Female,Kebbi,Kebbi,2023-12-26 14:17:21,Olu-19759,Photographer,23,On-Demand,No,Card,Available,Low,3.030324712,3.960210701,Yes,Olumide Ogunlana,Augie,Augie,,Male
U19759,53,Female,Bayelsa,Bayelsa,2023-12-26 14:43:33,Chi-19760,Gardener,70,On-Demand,Yes,Cash,Available,High,4.847487526,2.763567118,No,Chidinma Okeke,Ogbia,Ogbia,,Female
U19760,22,Male,Ekiti,Ekiti,2023-12-26 15:09:46,Nne-19761,Tiler,22,On-Demand,No,Card,Available,Medium,1.977927423,3.435377616,Yes,Nneka Nwankwo,Oye,Oye,,Female
U19761,67,Male,Abia,Abia,2023-12-26 15:35:58,Ife-19762,Shoe Cobbler,70,On-Demand,Yes,Online Payment,Available,Low,1.110706552,2.287203816,Yes,Ifeoma Eze,Isuikwato,Isuikwato,,Female
U19762,33,Female,Borno,Borno,2023-12-26 16:02:11,Abu-19763,Barber,28,On-Demand,No,Cash,Available,Medium,1.832938745,4.245204303,No,Abubakar Ali,Askira/Uba,Askira/Uba,,Male
U19763,33,Female,Katsina,Katsina,2023-12-26 16:28:24,Chi-19764,Painter,33,On-Demand,No,Online Payment,Available,High,4.189273016,2.287996144,No,Chizoba Okeke,Mai'Adua,Mai'Adua,,Female
U19764,60,Female,Enugu,Enugu,2023-12-26 16:54:36,Ife-19765,Dressmaker,19,On-Demand,Yes,Online Payment,Available,High,1.475931921,4.067272467,No,Ifeoma Okafor,Uzo-Uwani,Uzo-Uwani,,Female
U19765,52,Female,Gombe,Gombe,2023-12-26 17:20:49,Hau-19766,Painter,39,Advance,Yes,Cash,Available,High,2.731551176,4.391569852,No,Hauwa Umar,Shomgom,Shomgom,,Female
U19766,18,Male,Lagos,Lagos,2023-12-26 17:47:01,Chi-19767,Caterer,26,Advance,No,Card,Available,High,3.642997755,3.970248528,No,Chizoba Okafor,Lagos Island,Lagos Island,,Female
U19767,37,Male,Plateau,Plateau,2023-12-26 18:13:14,Olu-19768,Carpenter,34,Advance,Yes,Online Payment,Available,Medium,2.430458559,2.318709121,No,Oluwatobi Ogunleye,Langtang North,Langtang North,,Male
U19768,58,Female,Zamfara,Zamfara,2023-12-26 18:39:26,Abu-19769,Furniture Maker,48,On-Demand,No,Online Payment,Available,High,2.397759589,2.99532445,No,Abubakar Hassan,Namoda,Namoda,,Male
U19769,26,Male,Benue,Benue,2023-12-26 19:05:39,Olu-19770,Tailor,25,On-Demand,Yes,Card,Available,Medium,4.448262433,3.002472717,Yes,Olufemi Adebiyi,Logo,Logo,,Male
U19770,69,Male,Plateau,Plateau,2023-12-26 19:31:52,Olu-19771,Photographer,40,On-Demand,No,Online Payment,Available,Low,4.786511247,3.905132362,Yes,Oluwakemi Olawale,Bokkos,Bokkos,,Female
U19771,23,Female,Lagos,Lagos,2023-12-26 19:58:04,Abu-19772,Hairdresser,47,Advance,No,Online Payment,Available,Medium,2.396390852,2.363844428,Yes,Abubakar Ali,Ikeja,Ikeja,,Male
U19772,31,Female,Ondo,Ondo,2023-12-26 20:24:17,Hau-19773,Mechanic,49,Advance,No,Card,Available,Medium,1.710181326,4.627402316,Yes,Hauwa Muhammad,Okeigbo,Okeigbo,,Female
U19773,43,Male,Kogi,Kogi,2023-12-26 20:50:29,Uma-19774,Painter,36,Advance,No,Cash,Available,High,2.258850624,3.608119794,No,Umar Yusuf,Adavi,Adavi,,Male
U19774,42,Male,Niger,Niger,2023-12-26 21:16:42,Olu-19775,Carpenter,68,Advance,No,Online Payment,Available,High,3.033281709,2.275420318,Yes,Oluwaseun Olawale,Agaie,Agaie,,Male
U19775,56,Female,Bauchi,Bauchi,2023-12-26 21:42:54,Olu-19776,Welder,63,On-Demand,Yes,Cash,Available,High,3.477482529,1.925549454,No,Oluwaseun Adegbola,Tafawa-Balewa,Tafawa-Balewa,,Male
U19776,69,Female,Edo,Edo,2023-12-26 22:09:07,Olu-19777,Makeup Artist,34,Advance,No,Cash,Available,Low,1.794161973,3.552781953,Yes,Olufemi Ajayi,Esan South-East,Esan South-East,,Male
U19777,42,Female,Cross River,Cross River,2023-12-26 22:35:19,Chi-19778,Makeup Artist,36,Advance,Yes,Card,Available,Low,3.779744382,4.289731063,No,Chizoba Okafor,Boki,Boki,,Female
U19778,46,Female,Ogun,Ogun,2023-12-26 23:01:32,Bab-19779,Tailor,34,On-Demand,No,Cash,Available,High,2.018524599,3.920812982,Yes,Babatunde Ajayi,Yewa South,Yewa South,,Male
U19779,39,Male,Kogi,Kogi,2023-12-26 23:27:45,Olu-19780,Interior Decorator,19,Advance,No,Card,Available,Low,4.250102685,1.806102275,No,Olufemi Olawale,Kogi,Kogi,,Male
U19780,25,Male,Zamfara,Zamfara,2023-12-26 23:53:57,Sad-19781,Gardener,37,Advance,Yes,Cash,Available,Medium,3.323893095,2.13630306,No,Sadiya Sani,Bukkuyum,Bukkuyum,,Male
U19781,42,Male,Bayelsa,Bayelsa,2023-12-27 0:20:10,Chu-19782,Electrician,69,Advance,No,Card,Available,High,4.31653808,2.234306355,No,Chukwudi Okafor,Yenegoa,Yenegoa,,Male
U19782,29,Female,Edo,Edo,2023-12-27 0:46:22,Olu-19783,Event Planner,24,On-Demand,Yes,Cash,Available,High,2.443479359,3.889182788,No,Oluwatoyin Ogunlana,Orhionwon,Orhionwon,,Female
U19783,57,Female,Sokoto,Sokoto,2023-12-27 1:12:35,Olu-19784,Tiler,54,Advance,Yes,Cash,Available,Medium,4.225443331,2.066023429,No,Oluwaseun Adebiyi,Illela,Illela,,Male
U19784,62,Male,Katsina,Katsina,2023-12-27 1:38:47,Abu-19785,Caterer,42,On-Demand,No,Card,Available,High,2.384130909,1.083988827,Yes,Abubakar Ibrahim,Kusada,Kusada,,Male
U19785,70,Female,Bauchi,Bauchi,2023-12-27 2:05:00,Ife-19786,Tailor,51,On-Demand,No,Card,Available,High,1.276549633,3.766754588,No,Ifeoma Okafor,Warji,Warji,,Female
U19786,45,Female,Borno,Borno,2023-12-27 2:31:12,Ali-19787,Tiler,45,On-Demand,No,Cash,Available,Medium,3.174184676,1.235950561,No,Aliyu Ibrahim,Guzamala,Guzamala,,Male
U19787,49,Male,Kaduna,Kaduna,2023-12-27 2:57:25,Olu-19788,Dressmaker,42,On-Demand,Yes,Cash,Available,High,3.908798572,3.544601367,Yes,Oluwaseun Olawale,Giwa,Giwa,,Male
U19788,47,Female,Rivers,Rivers,2023-12-27 3:23:38,Olu-19789,Tiler,46,Advance,No,Cash,Available,Low,4.453702631,4.987149643,No,Oluwaseun Olawale,Degema,Degema,,Male
U19789,68,Female,Borno,Borno,2023-12-27 3:49:50,Fat-19790,Electrician,47,On-Demand,Yes,Cash,Available,Low,3.650020632,2.771705478,Yes,Fatima Ibrahim,Kukawa,Kukawa,,Female
U19790,21,Male,Enugu,Enugu,2023-12-27 4:16:03,Yus-19791,Painter,35,On-Demand,Yes,Online Payment,Available,Medium,4.680906796,3.485679767,Yes,Yusuf Umar,Nsukka,Nsukka,,Male
U19791,69,Female,Yobe,Yobe,2023-12-27 4:42:15,Obi-19792,Welder,28,On-Demand,No,Online Payment,Available,Medium,2.33882138,2.216285989,Yes,Obinna Onyeka,Jakusko,Jakusko,,Male
U19792,59,Male,Ondo,Ondo,2023-12-27 5:08:28,Olu-19793,Graphic Designer,26,On-Demand,No,Card,Available,Low,3.97041628,1.73956358,Yes,Oluwatoyin Adeyemi,Okitipupa,Okitipupa,,Female
U19793,21,Male,Kano,Kano,2023-12-27 5:34:40,Olu-19794,Gardener,28,Advance,Yes,Card,Available,Medium,4.416131616,3.761917424,Yes,Olumide Olawale,Kabo,Kabo,,Male
U19794,27,Male,Ebonyi,Ebonyi,2023-12-27 6:00:53,Bab-19795,Makeup Artist,57,Advance,No,Online Payment,Available,Low,4.929531296,2.17961399,No,Babatunde Adebiyi,Edda,Edda,,Male
U19795,27,Male,Yobe,Yobe,2023-12-27 6:27:05,Fat-19796,Welder,34,On-Demand,Yes,Cash,Available,Low,3.825787725,4.130914144,No,Fatima Ibrahim,Bursari,Bursari,,Female
U19796,37,Male,Anambra,Anambra,2023-12-27 6:53:18,Hau-19797,Tailor,64,On-Demand,Yes,Card,Available,High,3.217223641,4.130558868,Yes,Hauwa Ali,Ekwusigo,Ekwusigo,,Female
U19797,66,Female,Delta,Delta,2023-12-27 7:19:31,Chi-19798,Makeup Artist,47,On-Demand,Yes,Cash,Available,Low,4.023621114,2.564674219,No,Chinonso Okeke,Sapele,Sapele,,Male
U19798,61,Female,Borno,Borno,2023-12-27 7:45:43,Nne-19799,Interior Decorator,23,Advance,No,Online Payment,Available,Low,4.770779732,3.373529307,No,Nneka Onyeka,Kwaya Kusar,Kwaya Kusar,,Female
U19799,35,Male,Delta,Delta,2023-12-27 8:11:56,Uma-19800,Caterer,24,Advance,No,Online Payment,Available,High,4.145170331,2.798952095,Yes,Umar Umar,Oshimili,Oshimili,,Male
U19800,61,Male,Ondo,Ondo,2023-12-27 8:38:08,Nne-19801,Welder,59,Advance,Yes,Online Payment,Available,Medium,1.191057469,1.299572779,Yes,Nneka Okeke,Ilaje,Ilaje,,Female
U19801,21,Female,Kebbi,Kebbi,2023-12-27 9:04:21,Olu-19802,Tailor,28,On-Demand,No,Cash,Available,Medium,1.751445085,3.795080563,Yes,Oluwaseun Ogunlana,Shanga,Shanga,,Male
U19802,47,Female,Imo,Imo,2023-12-27 9:30:33,Abu-19803,Hairdresser,52,Advance,No,Cash,Available,High,4.215167914,1.251966073,Yes,Abubakar Ibrahim,Ihitte/Uboma,Ihitte/Uboma,,Male
U19803,40,Female,Kebbi,Kebbi,2023-12-27 9:56:46,Chi-19804,Caterer,57,Advance,No,Card,Available,Medium,4.471597858,4.724507831,No,Chinonso Nwankwo,Augie,Augie,,Male
U19804,31,Male,Kaduna,Kaduna,2023-12-27 10:22:59,Olu-19805,Event Planner,20,On-Demand,No,Cash,Available,High,2.001392208,1.426663972,Yes,Oluwatoyin Ojo,Igabi,Igabi,,Female
U19805,24,Male,Delta,Delta,2023-12-27 10:49:11,Uma-19806,Hairdresser,69,On-Demand,Yes,Card,Available,Low,3.037390438,2.648157578,No,Umar Yusuf,Ethiope West,Ethiope West,,Male
U19806,48,Male,Abia,Abia,2023-12-27 11:15:24,Ife-19807,Dressmaker,37,On-Demand,No,Online Payment,Available,Low,4.447226396,1.040300576,No,Ifeoma Ibe,Ngwa,Ngwa,,Female
U19807,29,Female,Osun,Osun,2023-12-27 11:41:36,Olu-19808,Caterer,27,Advance,No,Cash,Available,High,3.549786118,4.783810721,No,Olufemi Ojo,Orolu,Orolu,,Male
U19808,36,Female,Sokoto,Sokoto,2023-12-27 12:07:49,Olu-19809,Mechanic,48,On-Demand,No,Card,Available,High,4.035621022,4.009838012,Yes,Olumide Ogunlana,Tqngaza,Tqngaza,,Male
U19809,48,Male,Ekiti,Ekiti,2023-12-27 12:34:01,Uch-19810,Interior Decorator,60,Advance,No,Card,Available,Medium,4.066917463,2.201746307,No,Uchechi Nwankwo,Ido/Osi,Ido/Osi,,Female
U19810,42,Female,Oyo,Oyo,2023-12-27 13:00:14,Ali-19811,Caterer,62,On-Demand,Yes,Cash,Available,High,4.5823517,2.258533844,Yes,Aliyu Hassan,Egbeda,Egbeda,,Male
U19811,28,Male,Ogun,Ogun,2023-12-27 13:26:26,Olu-19812,Carpenter,34,Advance,No,Card,Available,Low,1.763201835,3.8607751,Yes,Olufemi Ogunlana,Remo North,Remo North,,Male
U19812,50,Male,Ondo,Ondo,2023-12-27 13:52:39,Nne-19813,Painter,46,Advance,Yes,Online Payment,Available,High,1.056341796,2.470949778,No,Nneka Okafor,Owo,Owo,,Female
U19813,56,Male,Bayelsa,Bayelsa,2023-12-27 14:18:52,Yus-19814,Welder,18,Advance,Yes,Cash,Available,High,2.01566823,1.251428153,No,Yusuf Ali,Southern Jaw,Southern Jaw,,Male
U19814,42,Male,Kaduna,Kaduna,2023-12-27 14:45:04,Olu-19815,Barber,36,On-Demand,No,Card,Available,Medium,4.22564603,1.557085716,Yes,Oluwaseun Ojo,Sabon-Gari,Sabon-Gari,,Male
U19815,52,Male,Bayelsa,Bayelsa,2023-12-27 15:11:17,Chi-19816,Carpenter,36,Advance,No,Cash,Available,Low,4.204822957,4.676308828,Yes,Chizoba Okeke,Yenegoa,Yenegoa,,Female
U19816,61,Female,Lagos,Lagos,2023-12-27 15:37:29,Olu-19817,Plumber,22,On-Demand,Yes,Card,Available,Medium,2.388607186,2.122250506,No,Olumide Ogunleye,Apapa,Apapa,,Male
U19817,36,Female,Gombe,Gombe,2023-12-27 16:03:42,Olu-19818,Mechanic,18,Advance,No,Card,Available,High,4.705193698,1.834005381,No,Olumide Ogunleye,Kaltungo,Kaltungo,,Male
U19818,45,Female,Jigawa,Jigawa,2023-12-27 16:29:54,Ais-19819,Photographer,64,On-Demand,No,Cash,Available,Medium,4.556789412,4.684154817,Yes,Aisha Hassan,Malam Madori,Malam Madori,,Female
U19819,54,Female,Imo,Imo,2023-12-27 16:56:07,Olu-19820,Makeup Artist,68,Advance,No,Cash,Available,High,4.148299271,1.595450015,Yes,Oluwakemi Ogunleye,Owerri-Municipal,Owerri-Municipal,,Female
U19820,63,Female,Sokoto,Sokoto,2023-12-27 17:22:19,Olu-19821,Mechanic,29,Advance,No,Card,Available,High,1.406491126,1.741143117,No,Oluwaseun Olawale,Gudu,Gudu,,Male
U19821,40,Female,Anambra,Anambra,2023-12-27 17:48:32,Fat-19822,Furniture Maker,60,Advance,Yes,Online Payment,Available,High,3.735894418,3.824968969,No,Fatima Umar,Njikoka,Njikoka,,Female
U19822,33,Male,Bayelsa,Bayelsa,2023-12-27 18:14:45,Chi-19823,Hairdresser,35,On-Demand,No,Online Payment,Available,Medium,2.980003167,4.720618423,Yes,Chizoba Onyeka,Nembe,Nembe,,Female
U19823,66,Female,Nasarawa,Nasarawa,2023-12-27 18:40:57,Ais-19824,Interior Decorator,53,Advance,No,Cash,Available,Medium,3.706702369,2.349892395,Yes,Aisha Sani,Keana,Keana,,Female
U19824,33,Male,Kebbi,Kebbi,2023-12-27 19:07:10,Ali-19825,Dressmaker,51,On-Demand,Yes,Online Payment,Available,High,2.115276366,2.855052395,No,Aliyu Sani,Sakaba,Sakaba,,Male
U19825,51,Male,Benue,Benue,2023-12-27 19:33:22,Yus-19826,Caterer,53,On-Demand,No,Online Payment,Available,High,4.658721687,4.400194991,Yes,Yusuf Yusuf,Gboko,Gboko,,Male
U19826,52,Female,Ogun,Ogun,2023-12-27 19:59:35,Olu-19827,Caterer,28,Advance,Yes,Online Payment,Available,High,2.266445647,1.862037013,Yes,Oluwatobi Adeyemi,Remo North,Remo North,,Male
U19827,56,Male,Zamfara,Zamfara,2023-12-27 20:25:47,Ais-19828,Event Planner,23,On-Demand,Yes,Cash,Available,High,2.745990545,3.605681622,No,Aisha Sani,Anka,Anka,,Female
U19828,29,Female,Nasarawa,Nasarawa,2023-12-27 20:52:00,Ade-19829,Gardener,26,Advance,Yes,Online Payment,Available,Low,4.179576399,3.347520445,No,Adetokunbo Adebiyi,Wamba,Wamba,,Male
U19829,65,Female,Bauchi,Bauchi,2023-12-27 21:18:12,Bab-19830,Tailor,54,On-Demand,Yes,Online Payment,Available,Low,1.359095368,3.280359275,Yes,Babatunde Adeyemi,Itas/Gadau,Itas/Gadau,,Male
U19830,37,Female,Enugu,Enugu,2023-12-27 21:44:25,Ade-19831,Caterer,42,On-Demand,Yes,Online Payment,Available,High,2.06546793,1.129555514,No,Adetokunbo Ogunlana,Ezeagu,Ezeagu,,Male
U19831,42,Female,Jigawa,Jigawa,2023-12-27 22:10:38,Abu-19832,Electrician,60,Advance,No,Cash,Available,Low,1.871048894,3.047226666,No,Abubakar Abubakar,Gumel,Gumel,,Male
U19832,46,Male,Kogi,Kogi,2023-12-27 22:36:50,Abu-19833,Carpenter,42,On-Demand,Yes,Card,Available,Medium,3.534278663,2.161684104,No,Abubakar Yusuf,Dekina,Dekina,,Male
U19833,21,Female,Niger,Niger,2023-12-27 23:03:03,Uma-19834,Shoe Cobbler,22,On-Demand,Yes,Card,Available,Medium,3.858751841,1.533799196,Yes,Umar Abubakar,Bosso,Bosso,,Male
U19834,69,Female,Bauchi,Bauchi,2023-12-27 23:29:15,Nne-19835,Barber,50,On-Demand,No,Cash,Available,Low,1.87240109,2.139872243,Yes,Nneka Ibe,Itas/Gadau,Itas/Gadau,,Female
U19835,52,Male,Delta,Delta,2023-12-27 23:55:28,Sad-19836,Shoe Cobbler,20,On-Demand,Yes,Cash,Available,High,2.89613362,4.786662185,No,Sadiya Hassan,Ughelli South,Ughelli South,,Male
U19836,66,Female,Ebonyi,Ebonyi,2023-12-28 0:21:40,Olu-19837,Interior Decorator,60,Advance,Yes,Online Payment,Available,High,1.055251282,3.867169615,No,Oluwakemi Ojo,Afikpo,Afikpo,,Female
U19837,65,Male,Edo,Edo,2023-12-28 0:47:53,Chi-19838,Makeup Artist,48,On-Demand,Yes,Online Payment,Available,Medium,2.720093004,4.631392732,Yes,Chidinma Okoye,Ovia South-East,Ovia South-East,,Female
U19838,67,Female,Yobe,Yobe,2023-12-28 1:14:06,Chi-19839,Caterer,21,Advance,Yes,Cash,Available,High,2.221498289,2.105574528,No,Chidinma Okafor,Tarmua,Tarmua,,Female
U19839,19,Female,Akwa Ibom,Akwa Ibom,2023-12-28 1:40:18,Chi-19840,Tiler,28,On-Demand,No,Cash,Available,Low,2.382632261,4.408353099,Yes,Chinonso Okoye,Ika,Ika,,Male
U19840,42,Female,Imo,Imo,2023-12-28 2:06:31,Uch-19841,Gardener,48,Advance,Yes,Card,Available,High,3.731647726,4.301582102,No,Uchechi Okoye,Ngor-Okpala,Ngor-Okpala,,Female
U19841,47,Female,Anambra,Anambra,2023-12-28 2:32:43,Olu-19842,Caterer,24,On-Demand,Yes,Card,Available,Medium,2.640847425,2.449395142,No,Oluwaseun Adebiyi,Nnewi South,Nnewi South,,Male
U19842,38,Female,Anambra,Anambra,2023-12-28 2:58:56,Nne-19843,Photographer,34,Advance,No,Card,Available,Low,3.360049821,1.329188474,No,Nneka Eze,Ogbaru,Ogbaru,,Female
U19843,38,Female,Kano,Kano,2023-12-28 3:25:08,Obi-19844,Event Planner,18,On-Demand,No,Online Payment,Available,Low,2.791202279,1.32090247,Yes,Obinna Nwankwo,Rogo,Rogo,,Male
U19844,60,Male,Ondo,Ondo,2023-12-28 3:51:21,Olu-19845,Furniture Maker,69,On-Demand,No,Card,Available,High,1.523087735,4.605773716,Yes,Olufemi Ojo,Irele,Irele,,Male
U19845,37,Female,Sokoto,Sokoto,2023-12-28 4:17:33,Nne-19846,Furniture Maker,18,On-Demand,Yes,Cash,Available,Medium,2.504756695,2.758045078,No,Nneka Nwankwo,Wurno,Wurno,,Female
U19846,56,Female,Borno,Borno,2023-12-28 4:43:46,Olu-19847,Barber,48,Advance,Yes,Card,Available,Medium,3.223691445,4.120844372,Yes,Olufemi Adebiyi,Kukawa,Kukawa,,Male
U19847,70,Male,Imo,Imo,2023-12-28 5:09:59,Olu-19848,Painter,32,On-Demand,No,Card,Available,Medium,2.664856427,2.917273359,No,Oluwakemi Ajayi,Owerri West,Owerri West,,Female
U19848,25,Male,Bauchi,Bauchi,2023-12-28 5:36:11,Sad-19849,Shoe Cobbler,62,On-Demand,No,Online Payment,Available,High,2.822882272,4.885280266,No,Sadiya Ibrahim,Ningi,Ningi,,Male
U19849,69,Female,Katsina,Katsina,2023-12-28 6:02:24,Bab-19850,Tiler,55,On-Demand,Yes,Cash,Available,High,1.81613445,4.637952425,Yes,Babatunde Ajayi,Ingawa,Ingawa,,Male
U19850,59,Female,Niger,Niger,2023-12-28 6:28:36,Ife-19851,Tiler,41,On-Demand,No,Cash,Available,High,1.599919603,1.209498348,Yes,Ifeoma Nwankwo,Agaie,Agaie,,Female
U19851,26,Male,Jigawa,Jigawa,2023-12-28 6:54:49,Bab-19852,Shoe Cobbler,59,Advance,No,Cash,Available,High,4.14618958,1.338258735,No,Babatunde Ogunleye,Hadejia,Hadejia,,Male
U19852,41,Male,Kebbi,Kebbi,2023-12-28 7:21:01,Olu-19853,Event Planner,54,Advance,No,Card,Available,Medium,2.437436449,4.484987307,Yes,Olumide Adegbola,Bagudo,Bagudo,,Male
U19853,18,Male,Bayelsa,Bayelsa,2023-12-28 7:47:14,Abu-19854,Electrician,48,On-Demand,Yes,Online Payment,Available,Low,2.562449399,3.715398272,No,Abubakar Ibrahim,Ekeremor,Ekeremor,,Male
U19854,66,Female,Plateau,Plateau,2023-12-28 8:13:26,Abu-19855,Makeup Artist,42,Advance,Yes,Online Payment,Available,Medium,4.305686313,2.953768601,Yes,Abubakar Hassan,Kanke,Kanke,,Male
U19855,59,Male,Benue,Benue,2023-12-28 8:39:39,Ali-19856,Event Planner,66,Advance,Yes,Cash,Available,Medium,2.074283617,4.094180469,Yes,Aliyu Umar,Konshisha,Konshisha,,Male
U19856,45,Male,Imo,Imo,2023-12-28 9:05:52,Obi-19857,Carpenter,53,On-Demand,No,Cash,Available,Medium,3.186281121,1.713370417,Yes,Obinna Okafor,Aboh-Mbaise,Aboh-Mbaise,,Male
U19857,41,Female,Kebbi,Kebbi,2023-12-28 9:32:04,Olu-19858,Gardener,59,Advance,Yes,Cash,Available,Low,4.728244928,1.595713245,Yes,Olumide Ogunlana,Fakai,Fakai,,Male
U19858,67,Female,Ekiti,Ekiti,2023-12-28 9:58:17,Ade-19859,Electrician,67,On-Demand,Yes,Online Payment,Available,Low,4.99971578,4.635951135,No,Adetokunbo Adegbola,Ado,Ado,,Male
U19859,58,Male,Imo,Imo,2023-12-28 10:24:29,Uch-19860,Shoe Cobbler,51,Advance,Yes,Online Payment,Available,Medium,2.457927884,2.317269879,No,Uchechi Eze,Ikeduru,Ikeduru,,Female
U19860,57,Male,Enugu,Enugu,2023-12-28 10:50:42,Olu-19861,Tailor,31,Advance,Yes,Card,Available,Medium,1.452406415,3.542483078,Yes,Oluwatobi Ojo,Igbo-Ekiti,Igbo-Ekiti,,Male
U19861,22,Male,Lagos,Lagos,2023-12-28 11:16:54,Yus-19862,Plumber,44,Advance,Yes,Cash,Available,High,2.265105711,1.700284103,No,Yusuf Yusuf,Badagry,Badagry,,Male
